InvoiceSectionName,Date,MeterCategory,CostInBillingCurrency,MeterSubCategory,MeterName,SubscriptionName,ResourceGroup,ConsumedService,ResourceLocation,ResourceName
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-22,Virtual Network,0.003699950503539,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-22,Storage,3.777460488e-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,cc4e9a0ced21133a950a5711bd23d7321ab678996dff697b1dc119442ceb859f,Microsoft.Storage,westeurope,00c2817f70ec1f976db5ab891fbf0883eeee469b766a8e6d8a5edc2f6a05cca7
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Bandwidth,4.477475e-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Storage,3.367399422e-06,Tables,GRS Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,c8ebb5d68578f3b4893f89d7f3b4be3325e50f3bf9b85565d76b4bb75bdcd9ea,Microsoft.Storage,westeurope,6ea90ef44a90a9a5567884b2af222e34137eccfe6a82d7f32d0aaddd644ad56d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Insight and Analytics,0.0,other,Standard Data Included per Node,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,360261d1e6774f5b06bc789e0b29e39798252b44c3cf31e4a1bedc58b1b96cdf,microsoft.operationalinsights,westeurope,b7b6a265d66b5bb07cd41c09d3e54b5133f15784a4ee41e11a8864aa8d6ec15e
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Load Balancer,0.018599832635028,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Azure Front Door Service,0.022237726098191,other,Standard Included Routing Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,e38b5d021f8672910351de3f71d4d6f3e46f4a842397802c0c4f0a7f46914d92,Microsoft.Network,All Regions,3b8b26121ffb08876c72278f8bb4cc5ddafc0ef67e99df7c4fe669ee85a9194d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Storage,0.00023900784742,Files,LRS Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,85471506268fbae842e6bf5cb784215962dfbba628c1e498030439121355be7a,Microsoft.Storage,westeurope,3928e127fa9274e5ae6b41137d41caf9b800c4c75b771be343c0696780882564
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Security Center,2.145570459207827,other,Standard P2 Node,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,360261d1e6774f5b06bc789e0b29e39798252b44c3cf31e4a1bedc58b1b96cdf,microsoft.operationalinsights,westeurope,b7b6a265d66b5bb07cd41c09d3e54b5133f15784a4ee41e11a8864aa8d6ec15e
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-29,Storage,3.880952557e-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,0691ed6ea676395421f7e9a9e4e085f050478505dd30b20bda426f30c7b78af1,Microsoft.Storage,westeurope,37dbf7e43e4eba06ae204ffca7f9d398fd509fe58f6c06d60189f64733425e0b
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-29,Bandwidth,1.780611929e-06,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,52f16cae5f27a41f2dde5a856a746e1a1a023e4f77dc1b7f3d10839454ecd04d,Microsoft.Storage,westeurope,b22df4efe60c7964c1fa45a81ebf6e5501910ac5c6fc69fb2084a543888cb477
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-28,Storage,0.0,Standard Page Blob v2,RA-GRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b0957a9227939bda8cd1616a003f18523d3437a2bedd7e2c2a1182435a6d0635,Microsoft.Storage,westeurope,4ac6297c4d9a48ebad6649160142ec8884f3af29adc46bb347cdae67b7f183af
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-28,Storage,0.057354838709677,Standard SSD Managed Disks,E4 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,4fece9360a3b465834f8521885350731a9585ea6bc3fbbf1e0749c63b44e0d07,Microsoft.Compute,northeurope,df40c23fa30ff4492b742689d032cd98169c1bf0c2b071628ed128585fd480b7
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-28,Storage,0.007177501922378,Files,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,175bce523a76a713daf5009e6d1278634fa2edf2071325958d94601d776bd75d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-27,Storage,0.021624860495606,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-27,Virtual Network,0.08879881208494,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,786b44d1cd91188b6502e32b77ffc5ad5b93c3652ef479fb03711d6d17ee6d26,Microsoft.Network,westeurope,dda99729c32fe50a7d0af82cef632f31160039226872ad278bd2450f18d179b2
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-27,Virtual Machines,0.801554044760442,BS Series,B2s,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,e02cf03ac2720bc5d4feb5ecd3352e7e4a9ea8035338457914bfc9d51e08b184,Microsoft.Compute,northeurope,d3be1c45851dc7331dbf4db1c765c7bffdf8e9272b33310d496b41257790d2c4
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-27,Storage,0.140632905774267,Standard HDD Managed Disks,S10 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,ea694b31cc9080ff0e3ad7cfe99e6588f0bfc614ec79e3c0b2489123bab1cf7f,Microsoft.Compute,westeurope,539851caa7ad542a5b3fc64862982fb95433c9328a96ca085b411e85432250ba
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-27,Storage,0.014311926605505,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,87c27d70fbc868b500cd7a4b3443f2e07483ecd78f7c98099354decfa4ebf3d9
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-27,Bandwidth,3.731229e-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Storage,0.014311926605505,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,a309f233183c8f798b0ce549653287845697adaab813a2d3f8c7580df0827838
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Bandwidth,2.984983e-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Virtual Network,0.003699950503539,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Storage,0.0,Bandwidth,Geo-Replication Data transfer,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,d28e28d1daf70d8988f72f316468c53b7905e6884592fe33296d229ab86a4899,Microsoft.Storage,westeurope,6fbf7cdec9ae9a9dda90dc350af39bc9ad472b53adebc1d8dc008afe7f194c56
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Storage,0.014311926605505,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,d70b5a7ecb3aa05f88acad15fd4d5d20d0ba12246dd09ba76a4bad62d09b1735
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Backup,0.479316888045604,other,Azure VM Protected Instances,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,d84083acc6d5bcd48d3a79c20d5d51831dceb678a8e95547aa2f653e8e4e1be4,Microsoft.RecoveryServices,westeurope,503f9fcfda3e70af230e35a42c4d3f1835c443edde80970b65f570e7dcb1da35
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Storage,1.2027015711e-05,Tables,RA-GRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,be7c2c0d15ac2005814e0e38763fee0ab9bb365a23dbe566011c4dff2ec582d2,Microsoft.Storage,westeurope,13484e0757cf33da5c4c6117515d98c3ccef8e2b212ac219badabe35ea4f02a7
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Storage,3.206298427e-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,c494d0de04fb4a7b6a42a638caf91072950febe8df858cec5c35d6a975fd9777,Microsoft.Storage,westeurope,7d6315b732030ca26e4256a3549cc023e193770860b7faaf0e6fe842be52153d
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-25,Virtual Network,0.08879881208494,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,ac64035c39894f408556fe470bbf13ac7f8a58c4e875c5bafe709eb498f04dc9,Microsoft.Network,westeurope,fc69a586261f35eb7fafdcc6b699555f3fc673cc1bec1417e64635fdacdaa421
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-25,Load Balancer,7.301977359e-06,Standard,Standard Data Processed,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-23,Storage,8.817320673e-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,85471506268fbae842e6bf5cb784215962dfbba628c1e498030439121355be7a,Microsoft.Storage,westeurope,3928e127fa9274e5ae6b41137d41caf9b800c4c75b771be343c0696780882564
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-22,Storage,0.021624860495606,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-22,Storage,1.111664407e-06,Files,LRS Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,ef2acb186cc0fd426233489172cf074e44999c893b67c87db3cf5a9cf28491d4,Microsoft.Storage,westeurope,c6e46f7aa0519f746ceb3279ebc72eb707cc5eed45f257143d786aa142015b6e
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-22,Virtual Network,0.003699950503539,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-22,Storage,0.007177501922378,Files,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,109574cb37586bb36705cf6f38e72f1a4b589c6956da89adf54895e74afb2770
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Container Registry,0.123330857724462,other,Basic Registry Unit,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.ContainerRegistry,westeurope,1e9d9f24f3d6171346cb5f3801d5b91e2614d883c350ab83d9f23960affe3b73
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Storage,4.007873033e-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b1b3e851b9432bfb8f1abff50a24298c6d3bb17e4ab538a8e811dfa05f0e8edc,Microsoft.Storage,westeurope,52b011b24fd102520093e811fa39cee5c82b9e1f0c70e5910f6939dc8543cd28
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,API Management,1.171198156682028,other,Developer Unit,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,6b5cff580bfebe0b136904f7ab78c83e3447bc5f195bae1ab35ab6941e6de51e,Microsoft.ApiManagement,westeurope,fd664e7649f363e8a4b6ddd9af67582d62c5bf3957ea3776b7972eb61a3982ed
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Storage,0.007176434000651,Files,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,20bb8ae9ac2ead78a957d3cc28460dd90815c796fe907bba6757a1e1e96ec198
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Storage,3.206298427e-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,ed18d3fa6dc6b535f3046cb0849d862041f0b70dc56cd5d06c78d58884d5b9af
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Bandwidth,6.716213e-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-31,Load Balancer,0.018599832635028,Standard,Standard Included LB Rules and Outbound Rules,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Storage,0.021624860495606,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Service Bus,0.178183170420739,other,Standard Base Unit,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,ad621c8310e9195667578d74b68de6c7de4ed9a296ec6a60d4a328abe94c0a77,Microsoft.ServiceBus,All Regions,ad621c8310e9195667578d74b68de6c7de4ed9a296ec6a60d4a328abe94c0a77
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Virtual Network,0.003699950503539,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Storage,3.777460488e-06,Tables,Batch Write Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,b8f471cacc566df0a5d6fd119b10835658eca54501ac98af25d77e6122220787,Microsoft.Storage,westeurope,4c0e002ee645f52693ad46ef7a8f9ee1d0b90e75e2f7d4eec81e5e6bae563c1b
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Virtual Machines,3.263930462557608,BS Series,B4ms,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,34ed874943a14318d6304e7199227b030bd48b6f1ec979403ffd3ebb1977e7c9
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-30,Azure Database for MySQL,0.0875,Flexible Server Burstable BS Series Compute,B1MS,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,86ac8f79b7142068af5ae2e10639094ebe36cb44d7d2e1aaab9fbc300de5f807,Microsoft.DBforMySQL,westeurope,fe9d1c33b2174b2aded33b569c7ccd0b1247644d23b8773267ec7e787b8952ac
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-29,Bandwidth,0.000258420696388,other,Standard Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,edac71d7ac3026b13b75f71a7e34efb2e60a9a1fcf5dc3df1f247b191389b55e,Microsoft.Compute,northeurope,746e1fc74b46d7342378999ab4c48ff4402ea430c56f6bea458fbf71317b58b4
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-29,Virtual Network,0.064798503402222,IP Addresses,Basic IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,cc4e9a0ced21133a950a5711bd23d7321ab678996dff697b1dc119442ceb859f,Microsoft.Network,westeurope,07832f33d02043b05368df24e9a99f85510dc7a2f4ded2c68da7c0501965dbf3
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-28,Virtual Network,0.003699950503539,IP Addresses,Standard IPv4 Static Public IP,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-28,Storage,0.021624860495606,Premium SSD Managed Disks,P10 LRS Disk,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-28,Storage,1.86054059e-07,General Block Blob,Read Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,0691ed6ea676395421f7e9a9e4e085f050478505dd30b20bda426f30c7b78af1,Microsoft.Storage,westeurope,a74c9032547eff12cb98eddec0e98943b43cf9ebbbdbe60fbde2fe748dfa0b83
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-28,Storage,2.237404486e-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,48737c15be0716316657b69ba993dbbd6a1746d87f74c60102430b6cb19898bf,Microsoft.Storage,westeurope,0e7c804078807c12160ab63c6f102ebaf2f896ae4028aa3e0329277b2b3a89ce
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-28,Storage,2.237404486e-06,Tiered Block Blob,All Other Operations,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,e40106fa70c0afc731ea55e8dc13b3d0e8a432de0851eff261928794efff0f31,Microsoft.Storage,westeurope,975216c11ced895111282f7e5a0802b6cb4340cd9e65a058cf8a297155cccc7a
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-27,Storage,0.006881720430108,Standard SSD Managed Disks,E1 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,c70c0665f0ac1522a8ea13e4598970ca3bba13b5f02cfe72177e9d15abf53534,Microsoft.Compute,westeurope,dc615a66b3750f2c03a994b30aae43f596fcd6f8181a24652c758f7fbe810722
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Storage,3.206298427e-06,Tables,LRS Data Stored,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,bffa24067f915a9d5eb6830c886753578c24cb15033cb282080c46aa184e83a0,Microsoft.Storage,northeurope,7d47c32cb7244220b851bf5f434efa6125d5473a6a7f654b5e1a099524056793
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-26,Bandwidth,5.223721e-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-25,Bandwidth,9.33322551e-07,Inter-Region,Inter Continent Data Transfer Out - NAM or EU To Any,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-25,Storage,0.014311926605505,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,db4da607ff59fd201a956a7c6fe4c69464a97862c32521f3c25862943e538519
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-25,Storage,0.014311926605505,Standard SSD Managed Disks,E2 Disks,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,43c17db9ed1b2f8fb2b00a32c6223f6e6b1e4b9b92b5c303e83b8f542db82cbc,Microsoft.Compute,northeurope,267bf3d13fe9553a0f58d15bdfa84a7eaf9f23ff2540a05db8ca58ec9ca288e2
bc05844fb9454a82a5380ad11fceccc59227e495d31ab1967f83cbb827b5fd54,2022-12-25,Bandwidth,2.238738e-09,Inter-Region,Intra Continent Data Transfer Out,95e7dd23f5eed773783fc94e66ed6198d77b9b7c41c51c065b084e236356dc14,05a92ef059d22b7847bf97a414cbd9b773f230a341f9262ebbfcd391f68fc350,Microsoft.MachineLearningServices,westeurope,55f17ee5c0235396a7acc69e7fc30d917319e3e053d08e3d66293504516884f1
